rand_point_id	fid	roi_id	macroclass_id	class_id	B2	B3	B4	B5	B6	B7	B8	B11	longitud	latitud
253	13	s20260603_171510977118_351	2	13	4089	2578	3041	3102	1691	1940	2134	2815	-44.197	-20.152
254	13	s20260603_171510977118_351	2	13	4094	2489	2990	3152	1880	1944	2023	2920	-44.197	-20.152
255	13	s20260603_171510977118_351	2	13	4073	2829	3509	3674	1648	1854	2194	3286	-44.197	-20.152
256	13	s20260603_171510977118_351	2	13	4108	2789	3261	3357	2078	2402	2848	3370	-44.197	-20.152
257	13	s20260603_171510977118_351	2	13	4102	2886	3491	3736	1604	2032	2654	3965	-44.197	-20.152
258	13	s20260603_171510977118_351	2	13	4083	2558	3123	3297	1672	1916	2098	3288	-44.197	-20.152
259	13	s20260603_171510977118_351	2	13	4141	2938	3180	3533	1463	1692	1920	3075	-44.197	-20.152
260	14	s20260603_171604005174_736	3	14	3338	2438	3761	4125	1384	1794	1651	4067	-44.184	-20.151
261	14	s20260603_171604005174_736	3	14	3338	2480	3787	4125	1376	1826	1650	4107	-44.184	-20.150
262	14	s20260603_171604005174_736	3	14	3335	2462	3731	4068	1354	1826	1628	4124	-44.184	-20.151
263	14	s20260603_171604005174_736	3	14	3330	2482	3776	4116	1372	1844	1616	4153	-44.184	-20.150
264	14	s20260603_171604005174_736	3	14	3345	2488	3765	4075	1389	1822	1646	4164	-44.184	-20.150
265	14	s20260603_171604005174_736	3	14	3326	2452	3762	4127	1378	1824	1616	4128	-44.184	-20.151
266	14	s20260603_171604005174_736	3	14	3327	2442	3710	4072	1400	1866	1644	4159	-44.184	-20.150
267	14	s20260603_171604005174_736	3	14	3338	2480	3787	4125	1376	1826	1650	4107	-44.184	-20.150
268	14	s20260603_171604005174_736	3	14	3326	2452	3762	4127	1378	1824	1616	4128	-44.184	-20.151
269	14	s20260603_171604005174_736	3	14	3341	2453	3792	4146	1364	1825	1610	4272	-44.184	-20.151
270	14	s20260603_171604005174_736	3	14	3330	2482	3776	4116	1372	1844	1616	4153	-44.184	-20.150
271	14	s20260603_171604005174_736	3	14	3316	2434	3779	4159	1366	1788	1598	4269	-44.184	-20.151
272	14	s20260603_171604005174_736	3	14	3347	2496	3772	4122	1376	1856	1648	4204	-44.184	-20.150
273	14	s20260603_171604005174_736	3	14	3337	2456	3778	4128	1374	1821	1632	4156	-44.184	-20.151
274	14	s20260603_171604005174_736	3	14	3347	2458	3775	4141	1389	1811	1609	4180	-44.184	-20.151
275	14	s20260603_171604005174_736	3	14	3343	2484	3771	4114	1407	1854	1652	4116	-44.184	-20.150
276	14	s20260603_171604005174_736	3	14	3349	2503	3850	4234	1402	1844	1641	4304	-44.184	-20.151
277	14	s20260603_171604005174_736	3	14	3345	2488	3765	4075	1389	1822	1646	4164	-44.184	-20.150
278	14	s20260603_171604005174_736	3	14	3317	2483	3797	4132	1352	1838	1608	4208	-44.184	-20.151
279	14	s20260603_171604005174_736	3	14	3319	2479	3798	4134	1381	1856	1619	4163	-44.184	-20.150
280	15	s20260603_171615356817_677	3	15	2998	2239	3595	3994	1321	1740	1544	4164	-44.174	-20.148
281	15	s20260603_171615356817_677	3	15	3031	2298	3612	3963	1291	1706	1508	3839	-44.174	-20.149
282	15	s20260603_171615356817_677	3	15	3039	2393	3559	3880	1312	1732	1565	3908	-44.175	-20.148
283	15	s20260603_171615356817_677	3	15	3015	2353	3605	3934	1309	1712	1538	3989	-44.175	-20.148
284	15	s20260603_171615356817_677	3	15	3023	2306	3625	3971	1284	1563	1450	4012	-44.174	-20.149
285	15	s20260603_171615356817_677	3	15	3035	2317	3545	3889	1329	1761	1548	4091	-44.174	-20.149
286	15	s20260603_171615356817_677	3	15	2998	2239	3595	3994	1321	1740	1544	4164	-44.174	-20.148
287	15	s20260603_171615356817_677	3	15	3031	2334	3587	3926	1329	1762	1568	4008	-44.175	-20.148
288	15	s20260603_171615356817_677	3	15	2974	2344	3628	4003	1298	1702	1542	4002	-44.174	-20.148
289	15	s20260603_171615356817_677	3	15	2976	2352	3495	3806	1308	1726	1567	3884	-44.175	-20.148
290	15	s20260603_171615356817_677	3	15	2965	2305	3666	4058	1298	1710	1530	4044	-44.174	-20.148
291	15	s20260603_171615356817_677	3	15	3009	2369	3639	3969	1314	1742	1558	4029	-44.174	-20.148
292	15	s20260603_171615356817_677	3	15	3016	2282	3589	3966	1320	1678	1530	3986	-44.174	-20.148
293	15	s20260603_171615356817_677	3	15	3002	2343	3569	3908	1342	1742	1576	3976	-44.175	-20.148
294	15	s20260603_171615356817_677	3	15	2939	2202	3484	3889	1272	1624	1496	3768	-44.174	-20.148
295	15	s20260603_171615356817_677	3	15	3002	2288	3618	3979	1325	1718	1540	3989	-44.174	-20.149
296	15	s20260603_171615356817_677	3	15	2982	2362	3571	3897	1299	1730	1534	3966	-44.175	-20.148
297	15	s20260603_171615356817_677	3	15	3017	2359	3572	3904	1318	1730	1570	3941	-44.175	-20.148
298	15	s20260603_171615356817_677	3	15	3008	2350	3635	3963	1334	1737	1562	3973	-44.174	-20.148
299	15	s20260603_171615356817_677	3	15	3002	2320	3631	3974	1344	1737	1596	3942	-44.174	-20.148
300	16	s20260603_171635125686_366	3	16	3598	2654	4362	4709	1436	1941	1691	4800	-44.165	-20.147
301	16	s20260603_171635125686_366	3	16	3641	2612	4289	4645	1431	1926	1678	4656	-44.164	-20.148
302	16	s20260603_171635125686_366	3	16	3637	2631	4258	4627	1438	1938	1693	4627	-44.164	-20.148
303	16	s20260603_171635125686_366	3	16	3691	2625	4115	4444	1465	1934	1784	4503	-44.164	-20.147
304	16	s20260603_171635125686_366	3	16	3675	2635	4121	4480	1420	1922	1727	4432	-44.164	-20.147
305	16	s20260603_171635125686_366	3	16	3639	2604	4291	4649	1431	1924	1686	4705	-44.164	-20.148
306	16	s20260603_171635125686_366	3	16	3648	2619	4254	4615	1448	1944	1716	4661	-44.164	-20.148
307	16	s20260603_171635125686_366	3	16	3604	2638	4266	4631	1463	1974	1720	4588	-44.165	-20.147
308	16	s20260603_171635125686_366	3	16	3686	2640	4123	4453	1442	1944	1717	4447	-44.164	-20.147
309	16	s20260603_171635125686_366	3	16	3574	2613	4185	4533	1425	1933	1651	4561	-44.164	-20.147
310	16	s20260603_171635125686_366	3	16	3594	2644	4432	4782	1454	1954	1652	4804	-44.165	-20.147
311	16	s20260603_171635125686_366	3	16	3640	2604	4302	4675	1462	1970	1713	4764	-44.165	-20.148
312	16	s20260603_171635125686_366	3	16	3649	2637	4135	4477	1430	1918	1706	4468	-44.164	-20.147
313	16	s20260603_171635125686_366	3	16	3707	2630	4121	4459	1442	1924	1760	4528	-44.164	-20.147
314	16	s20260603_171635125686_366	3	16	3650	2604	4134	4484	1418	1930	1700	4431	-44.164	-20.147
315	16	s20260603_171635125686_366	3	16	3706	2630	4118	4467	1448	1924	1772	4491	-44.164	-20.147
316	16	s20260603_171635125686_366	3	16	3614	2636	4149	4510	1414	1933	1705	4492	-44.164	-20.147
317	16	s20260603_171635125686_366	3	16	3584	2653	4219	4568	1414	1957	1629	4559	-44.164	-20.147
318	16	s20260603_171635125686_366	3	16	3555	2648	4383	4756	1438	1966	1654	4780	-44.165	-20.147
319	16	s20260603_171635125686_366	3	16	3679	2635	4129	4477	1425	1914	1704	4468	-44.164	-20.147
320	17	s20260603_171646609065_451	3	17	3248	2393	3982	4363	1344	1776	1537	4438	-44.173	-20.141
321	17	s20260603_171646609065_451	3	17	3237	2377	3864	4188	1347	1726	1566	4123	-44.173	-20.141
322	17	s20260603_171646609065_451	3	17	3132	2315	3934	4345	1314	1734	1482	4493	-44.173	-20.141
323	17	s20260603_171646609065_451	3	17	3217	2376	3892	4217	1325	1768	1526	4380	-44.173	-20.141
324	17	s20260603_171646609065_451	3	17	3232	2407	3947	4325	1357	1844	1540	4388	-44.173	-20.141
325	17	s20260603_171646609065_451	3	17	3261	2425	3767	4124	1367	1800	1586	4180	-44.173	-20.142
326	17	s20260603_171646609065_451	3	17	3252	2402	3958	4331	1348	1794	1551	4377	-44.173	-20.142
327	17	s20260603_171646609065_451	3	17	3235	2407	3938	4319	1364	1856	1558	4392	-44.173	-20.141
328	17	s20260603_171646609065_451	3	17	3237	2377	3864	4188	1347	1726	1566	4123	-44.173	-20.141
329	17	s20260603_171646609065_451	3	17	3251	2381	3871	4238	1349	1794	1561	4196	-44.173	-20.141
330	17	s20260603_171646609065_451	3	17	3237	2377	3864	4188	1347	1726	1566	4123	-44.173	-20.141
331	17	s20260603_171646609065_451	3	17	3207	2382	3811	4207	1358	1752	1556	4227	-44.173	-20.141
332	17	s20260603_171646609065_451	3	17	3254	2396	3929	4283	1353	1748	1526	4192	-44.173	-20.141
333	17	s20260603_171646609065_451	3	17	3221	2380	3907	4234	1342	1799	1528	4364	-44.173	-20.141
334	17	s20260603_171646609065_451	3	17	3252	2402	3958	4331	1348	1794	1551	4377	-44.173	-20.142
335	17	s20260603_171646609065_451	3	17	3234	2395	3994	4378	1347	1770	1522	4468	-44.173	-20.141
336	17	s20260603_171646609065_451	3	17	3252	2402	3958	4331	1348	1794	1551	4377	-44.173	-20.142
337	17	s20260603_171646609065_451	3	17	3191	2376	3809	4207	1363	1736	1575	4234	-44.173	-20.141
338	17	s20260603_171646609065_451	3	17	3201	2380	3939	4285	1338	1799	1513	4432	-44.173	-20.141
339	17	s20260603_171646609065_451	3	17	3239	2401	3931	4292	1357	1780	1546	4355	-44.173	-20.141
340	18	s20260603_171803537866_359	4	18	3026	2296	2446	2481	1450	1661	2056	2348	-44.144	-20.147
341	18	s20260603_171803537866_359	4	18	3014	2268	2417	2443	1418	1616	2008	2263	-44.144	-20.147
342	18	s20260603_171803537866_359	4	18	2949	2293	2411	2438	1480	1653	2068	2309	-44.144	-20.147
343	18	s20260603_171803537866_359	4	18	2944	2260	2402	2424	1490	1680	2074	2309	-44.144	-20.147
344	18	s20260603_171803537866_359	4	18	3001	2299	2418	2446	1507	1713	2112	2382	-44.144	-20.147
345	18	s20260603_171803537866_359	4	18	2942	2270	2424	2441	1460	1639	2002	2302	-44.144	-20.147
346	18	s20260603_171803537866_359	4	18	3042	2286	2433	2459	1505	1672	2104	2384	-44.144	-20.147
347	18	s20260603_171803537866_359	4	18	2869	2257	2407	2414	1502	1666	2038	2292	-44.144	-20.147
348	18	s20260603_171803537866_359	4	18	2944	2260	2402	2424	1490	1680	2074	2309	-44.144	-20.147
349	18	s20260603_171803537866_359	4	18	2908	2298	2416	2442	1452	1662	2076	2365	-44.144	-20.147
350	18	s20260603_171803537866_359	4	18	3001	2299	2418	2446	1507	1713	2112	2382	-44.144	-20.147
351	18	s20260603_171803537866_359	4	18	2914	2301	2414	2440	1493	1684	2098	2373	-44.144	-20.147
352	18	s20260603_171803537866_359	4	18	2816	2250	2384	2409	1496	1652	2080	2308	-44.144	-20.147
353	18	s20260603_171803537866_359	4	18	2964	2273	2408	2431	1501	1694	2106	2305	-44.144	-20.147
354	18	s20260603_171803537866_359	4	18	3039	2354	2437	2520	1510	1718	2140	2389	-44.145	-20.147
355	18	s20260603_171803537866_359	4	18	2859	2258	2414	2409	1425	1634	1990	2295	-44.144	-20.147
356	18	s20260603_171803537866_359	4	18	2872	2261	2382	2416	1491	1648	2064	2302	-44.144	-20.147
357	18	s20260603_171803537866_359	4	18	3001	2299	2418	2446	1507	1713	2112	2382	-44.144	-20.147
358	18	s20260603_171803537866_359	4	18	2942	2270	2424	2441	1460	1639	2002	2302	-44.144	-20.147
359	18	s20260603_171803537866_359	4	18	3069	2360	2462	2544	1522	1714	2136	2420	-44.144	-20.147
360	19	s20260603_171819955204_600	4	19	2912	2274	2404	2441	1462	1672	2136	2470	-44.157	-20.153
361	19	s20260603_171819955204_600	4	19	2843	2190	2340	2431	1270	1494	1934	2294	-44.157	-20.153
362	19	s20260603_171819955204_600	4	19	2872	2216	2335	2387	1392	1604	1992	2236	-44.157	-20.154
363	19	s20260603_171819955204_600	4	19	3038	2267	2443	2526	1446	1646	2108	2464	-44.157	-20.153
364	19	s20260603_171819955204_600	4	19	2957	2232	2377	2436	1405	1604	2084	2410	-44.157	-20.153
365	19	s20260603_171819955204_600	4	19	2804	2166	2329	2416	1393	1568	1977	2260	-44.157	-20.153
366	19	s20260603_171819955204_600	4	19	2872	2216	2335	2387	1392	1604	1992	2236	-44.157	-20.154
367	19	s20260603_171819955204_600	4	19	2919	2227	2372	2445	1359	1566	2013	2368	-44.157	-20.153
368	19	s20260603_171819955204_600	4	19	2804	2166	2329	2416	1393	1568	1977	2260	-44.157	-20.153
369	19	s20260603_171819955204_600	4	19	2843	2190	2340	2431	1270	1494	1934	2294	-44.157	-20.153
370	19	s20260603_171819955204_600	4	19	2882	2229	2356	2413	1421	1621	2020	2262	-44.157	-20.154
371	19	s20260603_171819955204_600	4	19	2922	2225	2402	2457	1396	1604	2024	2367	-44.157	-20.153
372	19	s20260603_171819955204_600	4	19	2854	2218	2349	2429	1327	1528	1982	2332	-44.157	-20.153
373	19	s20260603_171819955204_600	4	19	2854	2218	2349	2429	1327	1528	1982	2332	-44.157	-20.153
374	19	s20260603_171819955204_600	4	19	3034	2281	2432	2484	1388	1576	2088	2454	-44.157	-20.153
375	19	s20260603_171819955204_600	4	19	2896	2217	2357	2438	1325	1534	1972	2337	-44.157	-20.153
376	19	s20260603_171819955204_600	4	19	3038	2267	2443	2526	1446	1646	2108	2464	-44.157	-20.153
377	19	s20260603_171819955204_600	4	19	2931	2257	2383	2423	1434	1640	2072	2363	-44.157	-20.154
378	19	s20260603_171819955204_600	4	19	2858	2195	2333	2379	1392	1572	1978	2250	-44.157	-20.154
379	19	s20260603_171819955204_600	4	19	2791	2151	2307	2343	1316	1480	1908	2192	-44.156	-20.154
380	20	s20260603_171836967284_184	4	20	2997	2260	2388	2398	1446	1666	2090	2342	-44.146	-20.150
381	20	s20260603_171836967284_184	4	20	2790	2100	2211	2270	1397	1592	1952	2164	-44.147	-20.150
382	20	s20260603_171836967284_184	4	20	2912	2199	2294	2335	1402	1589	1977	2257	-44.146	-20.150
383	20	s20260603_171836967284_184	4	20	2823	2124	2282	2321	1418	1581	1888	2368	-44.147	-20.150
384	20	s20260603_171836967284_184	4	20	3043	2298	2422	2460	1472	1688	2086	2346	-44.146	-20.150
385	20	s20260603_171836967284_184	4	20	2666	2081	2188	2222	1402	1582	1928	2176	-44.147	-20.150
386	20	s20260603_171836967284_184	4	20	2938	2208	2326	2351	1429	1616	2005	2249	-44.146	-20.150
387	20	s20260603_171836967284_184	4	20	3038	2302	2435	2455	1495	1690	2128	2394	-44.146	-20.149
388	20	s20260603_171836967284_184	4	20	3042	2287	2412	2458	1495	1706	2140	2394	-44.146	-20.150
389	20	s20260603_171836967284_184	4	20	3055	2304	2406	2438	1506	1693	2132	2381	-44.146	-20.150
390	20	s20260603_171836967284_184	4	20	2986	2257	2363	2390	1530	1742	2162	2437	-44.147	-20.150
391	20	s20260603_171836967284_184	4	20	3005	2317	2423	2463	1532	1736	2128	2371	-44.146	-20.149
392	20	s20260603_171836967284_184	4	20	3015	2300	2391	2437	1525	1712	2132	2433	-44.147	-20.150
393	20	s20260603_171836967284_184	4	20	3033	2309	2414	2452	1516	1724	2114	2377	-44.147	-20.150
394	20	s20260603_171836967284_184	4	20	2985	2250	2369	2382	1450	1643	2010	2230	-44.146	-20.150
395	20	s20260603_171836967284_184	4	20	3051	2288	2411	2427	1474	1692	2086	2316	-44.146	-20.150
396	20	s20260603_171836967284_184	4	20	2994	2253	2371	2395	1468	1626	2042	2288	-44.146	-20.150
397	20	s20260603_171836967284_184	4	20	3043	2298	2422	2460	1472	1688	2086	2346	-44.146	-20.150
398	20	s20260603_171836967284_184	4	20	3022	2314	2441	2479	1524	1742	2124	2405	-44.146	-20.149
399	20	s20260603_171836967284_184	4	20	3069	2332	2423	2492	1450	1666	2098	2388	-44.146	-20.150
400	21	s20260603_171859902009_65	4	21	2973	2423	2529	2495	1399	1612	1972	2100	-44.123	-20.120
401	21	s20260603_171859902009_65	4	21	2146	1682	1749	1732	1271	1388	1543	1610	-44.123	-20.121
402	21	s20260603_171859902009_65	4	21	3049	2647	2679	2704	1628	1932	2516	2661	-44.124	-20.120
403	21	s20260603_171859902009_65	4	21	2891	2349	2400	2403	1349	1527	1867	1904	-44.123	-20.121
404	21	s20260603_171859902009_65	4	21	2527	2194	2199	2192	1455	1634	2008	2094	-44.124	-20.120
405	21	s20260603_171859902009_65	4	21	3255	2803	2911	2871	1572	1934	2726	2763	-44.123	-20.121
406	21	s20260603_171859902009_65	4	21	2426	1978	1907	2042	1288	1464	1684	1774	-44.124	-20.120
407	21	s20260603_171859902009_65	4	21	3710	3315	3362	3343	1722	2054	2970	3218	-44.125	-20.120
408	21	s20260603_171859902009_65	4	21	2445	2067	2111	2134	1398	1616	2016	2105	-44.123	-20.120
409	21	s20260603_171859902009_65	4	21	2570	2042	2132	2121	1391	1621	2012	2163	-44.123	-20.122
410	21	s20260603_171859902009_65	4	21	2727	2330	2359	2405	1595	1822	2450	2627	-44.124	-20.120
411	21	s20260603_171859902009_65	4	21	2646	2013	2065	2107	1361	1524	1850	1954	-44.123	-20.120
412	21	s20260603_171859902009_65	4	21	3790	3369	3420	3404	1700	2092	3048	3295	-44.125	-20.120
413	21	s20260603_171859902009_65	4	21	2537	2144	2183	2173	1411	1585	1946	2004	-44.124	-20.120
414	21	s20260603_171859902009_65	4	21	2581	2245	2279	2264	1511	1720	2078	2171	-44.124	-20.121
415	21	s20260603_171859902009_65	4	21	2757	2285	2358	2366	1472	1759	2250	2370	-44.123	-20.121
416	21	s20260603_171859902009_65	4	21	2313	1851	1890	1906	1351	1502	1748	1868	-44.123	-20.121
417	21	s20260603_171859902009_65	4	21	2393	1989	1899	2067	1250	1339	1488	1597	-44.124	-20.120
418	21	s20260603_171859902009_65	4	21	3223	2778	2858	2878	1666	2140	2912	3072	-44.123	-20.119
419	21	s20260603_171859902009_65	4	21	2143	1689	1748	1734	1284	1391	1558	1594	-44.123	-20.121
420	22	s20260603_172000324412_26	5	22	1518	2126	2320	2431	1422	1565	1993	2331	-44.211	-20.128
421	22	s20260603_172000324412_26	5	22	1482	2215	2360	2416	1554	1701	2110	2445	-44.212	-20.128
422	22	s20260603_172000324412_26	5	22	1553	2160	2281	2390	1378	1578	1954	2402	-44.211	-20.128
423	22	s20260603_172000324412_26	5	22	1539	2162	2276	2402	1444	1544	1986	2365	-44.211	-20.128
424	22	s20260603_172000324412_26	5	22	1548	2146	2282	2405	1274	1456	1872	2354	-44.211	-20.128
425	22	s20260603_172000324412_26	5	22	1531	2211	2374	2440	1384	1594	1990	2360	-44.212	-20.128
426	22	s20260603_172000324412_26	5	22	1548	2146	2282	2405	1274	1456	1872	2354	-44.211	-20.128
427	22	s20260603_172000324412_26	5	22	1505	2066	2242	2360	1265	1383	1800	2208	-44.211	-20.128
428	22	s20260603_172000324412_26	5	22	1482	2116	2281	2390	1367	1514	1900	2323	-44.211	-20.128
429	22	s20260603_172000324412_26	5	22	1480	2096	2243	2343	1296	1459	1888	2256	-44.211	-20.127
430	22	s20260603_172000324412_26	5	22	1632	2121	2313	2447	1226	1366	1824	2250	-44.211	-20.128
431	22	s20260603_172000324412_26	5	22	1513	2156	2282	2408	1314	1472	1898	2343	-44.211	-20.128
432	22	s20260603_172000324412_26	5	22	1482	2116	2281	2390	1367	1514	1900	2323	-44.211	-20.128
433	22	s20260603_172000324412_26	5	22	1552	2122	2264	2385	1298	1470	1902	2234	-44.211	-20.127
434	22	s20260603_172000324412_26	5	22	1595	2158	2287	2400	1507	1602	2012	2321	-44.211	-20.128
435	22	s20260603_172000324412_26	5	22	1643	2078	2304	2441	1197	1380	1790	2255	-44.211	-20.128
436	22	s20260603_172000324412_26	5	22	1482	2116	2281	2390	1367	1514	1900	2323	-44.211	-20.128
437	22	s20260603_172000324412_26	5	22	1441	2166	2299	2357	1454	1602	1990	2339	-44.212	-20.128
438	22	s20260603_172000324412_26	5	22	1555	2135	2282	2415	1262	1418	1858	2250	-44.211	-20.128
439	22	s20260603_172000324412_26	5	22	1482	2116	2281	2390	1367	1514	1900	2323	-44.211	-20.128
440	23	s20260603_172011066970_323	5	23	1361	1934	2067	2209	1199	1349	1714	1965	-44.213	-20.135
441	23	s20260603_172011066970_323	5	23	1316	1920	1946	2038	1159	1324	1697	1974	-44.213	-20.135
442	23	s20260603_172011066970_323	5	23	1444	1936	2179	2315	1176	1320	1718	2032	-44.213	-20.135
443	23	s20260603_172011066970_323	5	23	1462	1868	2077	2208	1172	1323	1682	1953	-44.213	-20.135
444	23	s20260603_172011066970_323	5	23	1316	1920	1946	2038	1159	1324	1697	1974	-44.213	-20.135
445	23	s20260603_172011066970_323	5	23	1457	1940	2154	2308	1172	1330	1708	1956	-44.213	-20.135
446	23	s20260603_172011066970_323	5	23	1328	1921	2063	2152	1182	1323	1715	2053	-44.213	-20.135
447	23	s20260603_172011066970_323	5	23	1361	1934	2067	2209	1199	1349	1714	1965	-44.213	-20.135
448	23	s20260603_172011066970_323	5	23	1332	1926	1989	2080	1173	1332	1711	1965	-44.213	-20.135
449	23	s20260603_172011066970_323	5	23	1358	1937	2092	2201	1203	1331	1712	2068	-44.213	-20.135
450	23	s20260603_172011066970_323	5	23	1599	1966	2383	2590	1164	1328	1700	2079	-44.213	-20.135
451	23	s20260603_172011066970_323	5	23	1668	1976	2492	2717	1174	1353	1692	2065	-44.213	-20.135
452	23	s20260603_172011066970_323	5	23	1332	1926	1989	2080	1173	1332	1711	1965	-44.213	-20.135
453	23	s20260603_172011066970_323	5	23	1350	1923	2009	2171	1177	1352	1708	1947	-44.213	-20.135
454	23	s20260603_172011066970_323	5	23	1332	1926	1989	2080	1173	1332	1711	1965	-44.213	-20.135
455	23	s20260603_172011066970_323	5	23	1553	1948	2211	2379	1176	1334	1700	1947	-44.213	-20.135
456	23	s20260603_172011066970_323	5	23	1398	1937	2130	2287	1192	1348	1716	2001	-44.213	-20.135
457	23	s20260603_172011066970_323	5	23	1444	1936	2179	2315	1176	1320	1718	2032	-44.213	-20.135
458	23	s20260603_172011066970_323	5	23	1361	1899	1981	2140	1177	1340	1718	1946	-44.213	-20.135
459	23	s20260603_172011066970_323	5	23	1332	1926	1989	2080	1173	1332	1711	1965	-44.213	-20.135
460	24	s20260603_172027015327_824	5	24	1443	1919	2083	2219	1176	1335	1742	2086	-44.206	-20.134
461	24	s20260603_172027015327_824	5	24	1448	1963	2148	2257	1165	1330	1756	2151	-44.206	-20.134
462	24	s20260603_172027015327_824	5	24	1462	1934	2156	2285	1162	1336	1724	2086	-44.206	-20.134
463	24	s20260603_172027015327_824	5	24	1505	1949	2170	2312	1195	1344	1766	2209	-44.206	-20.134
464	24	s20260603_172027015327_824	5	24	1452	2003	2150	2283	1166	1334	1766	2256	-44.206	-20.134
465	24	s20260603_172027015327_824	5	24	1508	1971	2150	2261	1186	1325	1738	2097	-44.206	-20.134
466	24	s20260603_172027015327_824	5	24	1460	1972	2158	2275	1157	1316	1732	2157	-44.206	-20.134
467	24	s20260603_172027015327_824	5	24	1452	2003	2150	2283	1166	1334	1766	2256	-44.206	-20.134
468	24	s20260603_172027015327_824	5	24	1559	1942	2342	2492	1185	1374	1832	2387	-44.206	-20.134
469	24	s20260603_172027015327_824	5	24	1448	1963	2148	2257	1165	1330	1756	2151	-44.206	-20.134
470	24	s20260603_172027015327_824	5	24	1460	1972	2158	2275	1157	1316	1732	2157	-44.206	-20.134
471	24	s20260603_172027015327_824	5	24	1501	1886	2182	2359	1155	1324	1716	2107	-44.206	-20.134
472	24	s20260603_172027015327_824	5	24	1448	1963	2148	2257	1165	1330	1756	2151	-44.206	-20.134
473	24	s20260603_172027015327_824	5	24	1505	1949	2170	2312	1195	1344	1766	2209	-44.206	-20.134
474	24	s20260603_172027015327_824	5	24	1465	2023	2258	2400	1176	1362	1842	2284	-44.206	-20.134
475	24	s20260603_172027015327_824	5	24	1483	1985	2253	2410	1172	1360	1800	2298	-44.206	-20.134
476	24	s20260603_172027015327_824	5	24	1452	2003	2150	2283	1166	1334	1766	2256	-44.206	-20.134
477	24	s20260603_172027015327_824	5	24	1452	2003	2150	2283	1166	1334	1766	2256	-44.206	-20.134
478	24	s20260603_172027015327_824	5	24	1460	1972	2158	2275	1157	1316	1732	2157	-44.206	-20.134
479	24	s20260603_172027015327_824	5	24	1519	1846	2175	2332	1156	1304	1698	2127	-44.206	-20.134
480	25	s20260603_172115089273_81	5	25	1758	1873	2517	2848	1130	1299	1612	2354	-44.194	-20.142
481	25	s20260603_172115089273_81	5	25	1650	1922	2398	2621	1153	1317	1726	2198	-44.194	-20.142
482	25	s20260603_172115089273_81	5	25	1598	1825	2276	2437	1148	1306	1648	2157	-44.194	-20.142
483	25	s20260603_172115089273_81	5	25	1641	1887	2368	2615	1179	1324	1696	2210	-44.194	-20.142
484	25	s20260603_172115089273_81	5	25	1649	1926	2357	2505	1180	1325	1764	2248	-44.194	-20.142
485	25	s20260603_172115089273_81	5	25	1660	1878	2356	2673	1154	1296	1662	2192	-44.195	-20.142
486	25	s20260603_172115089273_81	5	25	1610	1883	2327	2610	1141	1290	1666	2202	-44.195	-20.142
487	25	s20260603_172115089273_81	5	25	1606	1887	2330	2555	1180	1301	1708	2230	-44.194	-20.142
488	25	s20260603_172115089273_81	5	25	1658	1915	2393	2659	1148	1306	1720	2236	-44.194	-20.142
489	25	s20260603_172115089273_81	5	25	1663	1912	2387	2692	1188	1354	1745	2203	-44.194	-20.142
490	25	s20260603_172115089273_81	5	25	1603	1891	2285	2451	1178	1340	1750	2219	-44.194	-20.142
491	25	s20260603_172115089273_81	5	25	1710	1941	2375	2517	1248	1419	1822	2336	-44.193	-20.142
492	25	s20260603_172115089273_81	5	25	1603	1887	2265	2549	1146	1317	1712	2179	-44.195	-20.142
493	25	s20260603_172115089273_81	5	25	1603	1891	2285	2451	1178	1340	1750	2219	-44.194	-20.142
494	25	s20260603_172115089273_81	5	25	1772	1939	2545	2869	1182	1354	1708	2368	-44.194	-20.142
495	25	s20260603_172115089273_81	5	25	1649	1926	2357	2505	1180	1325	1764	2248	-44.194	-20.142
496	25	s20260603_172115089273_81	5	25	1598	1881	2321	2488	1154	1334	1737	2266	-44.194	-20.142
497	25	s20260603_172115089273_81	5	25	1598	1881	2321	2488	1154	1334	1737	2266	-44.194	-20.142
498	25	s20260603_172115089273_81	5	25	1691	1901	2426	2744	1161	1298	1714	2132	-44.194	-20.142
499	25	s20260603_172115089273_81	5	25	1653	1922	2377	2676	1190	1342	1753	2214	-44.194	-20.142
