rand_point_id	fid	roi_id	macroclass_id	class_id	B2	B3	B4	B5	B6	B7	B8	B11	Longitud	Latitud
218	5	s20260528_111001644386_707	5	5	1423	1895	2141	2305	1154	1316	1688	1924	-4.418.948.489	-2.014.416.123
219	5	s20260528_111001644386_707	5	5	1399	1942	2091	2222	1177	1320	1718	2049	-4.418.983.483	-2.014.368.277
220	5	s20260528_111001644386_707	5	5	1299	1924	2041	2141	1158	1318	1704	2066	-4.418.960.796	-2.014.394.281
221	5	s20260528_111001644386_707	5	5	1457	1969	2119	2255	1172	1322	1737	2106	-4.418.981.616	-2.014.372.618
222	5	s20260528_111001644386_707	5	5	1400	1943	2147	2320	1167	1304	1713	1934	-4.418.974.215	-2.014.364.011
223	5	s20260528_111001644386_707	5	5	1354	1957	2065	2181	1149	1310	1718	2039	-4.418.970.881	-2.014.372.518
224	5	s20260528_111001644386_707	5	5	1487	1967	2171	2282	1172	1313	1727	2104	-4.418.968.794	-2.014.389.663
225	5	s20260528_111001644386_707	5	5	1457	1969	2119	2255	1172	1322	1737	2106	-4.418.976.707	-2.014.375.425
226	5	s20260528_111001644386_707	5	5	1317	1915	2010	2075	1138	1296	1700	2008	-4.418.961.380	-2.014.399.832
227	5	s20260528_111001644386_707	5	5	1410	1959	2125	2240	1161	1318	1735	2126	-4.418.971.677	-2.014.381.507
228	5	s20260528_111001644386_707	5	5	1400	1943	2147	2320	1167	1304	1713	1934	-4.418.969.714	-2.014.365.282
229	5	s20260528_111001644386_707	5	5	1276	1929	2022	2151	1164	1318	1714	2039	-4.418.955.961	-2.014.397.250
230	5	s20260528_111001644386_707	5	5	1354	1957	2065	2181	1149	1310	1718	2039	-4.418.970.215	-2.014.370.879
231	5	s20260528_111001644386_707	5	5	1307	1928	2075	2195	1172	1302	1725	2058	-4.418.962.956	-2.014.383.932
232	5	s20260528_111001644386_707	5	5	1399	1942	2091	2222	1177	1320	1718	2049	-4.418.978.134	-2.014.364.079
233	5	s20260528_111001644386_707	5	5	1354	1957	2065	2181	1149	1310	1718	2039	-4.418.974.120	-2.014.370.705
234	5	s20260528_111001644386_707	5	5	1354	1957	2065	2181	1149	1310	1718	2039	-4.418.971.440	-2.014.374.777
235	5	s20260528_111001644386_707	5	5	1410	1959	2125	2240	1161	1318	1735	2126	-4.418.967.166	-2.014.381.937
236	5	s20260528_111001644386_707	5	5	1322	1902	2026	2109	1146	1291	1691	1893	-4.418.948.983	-2.014.414.115
237	5	s20260528_111001644386_707	5	5	1490	1964	2132	2275	1174	1321	1733	2142	-4.418.987.706	-2.014.367.975
238	5	s20260528_111001644386_707	5	5	1410	1959	2125	2240	1161	1318	1735	2126	-4.418.967.028	-2.014.379.477
239	5	s20260528_111001644386_707	5	5	1457	1969	2119	2255	1172	1322	1737	2106	-4.418.982.289	-2.014.377.034
240	5	s20260528_111001644386_707	5	5	1457	1969	2119	2255	1172	1322	1737	2106	-4.418.976.504	-2.014.372.353
241	5	s20260528_111001644386_707	5	5	1299	1924	2041	2141	1158	1318	1704	2066	-4.418.957.881	-2.014.390.389
242	5	s20260528_111001644386_707	5	5	1457	1969	2119	2255	1172	1322	1737	2106	-4.418.977.884	-2.014.375.059
243	5	s20260528_111001644386_707	5	5	1322	1902	2026	2109	1146	1291	1691	1893	-4.418.952.756	-2.014.409.614
244	5	s20260528_111001644386_707	5	5	1307	1927	2056	2154	1142	1316	1684	1936	-4.418.947.003	-2.014.414.177
245	5	s20260528_111001644386_707	5	5	1410	1959	2125	2240	1161	1318	1735	2126	-4.418.972.753	-2.014.387.791
246	5	s20260528_111001644386_707	5	5	1410	1959	2125	2240	1161	1318	1735	2126	-4.418.969.049	-2.014.381.946
247	5	s20260528_111001644386_707	5	5	1393	1921	2142	2318	1149	1323	1708	1905	-4.418.944.281	-2.014.418.643
248	5	s20260528_111001644386_707	5	5	1342	1927	2113	2239	1165	1310	1731	2013	-4.418.964.507	-2.014.376.240
249	5	s20260528_111001644386_707	5	5	1354	1957	2065	2181	1149	1310	1718	2039	-4.418.974.605	-2.014.374.036
